name|symb|Cat_mcap|Cat_rank|Cat_price.USD|Cat_price.BTC|Cat_supply
WhiteCoin|XWC|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
BitBay|BAY|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Apex|CPX|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Eidoo|EDO|(2.5e+07,5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
LitecoinCash|LCC|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
LGOExchange|LGO|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
KickCoin|KICK|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
SwftCoin|SWFTC|(2.5e+07,5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
SpankChain|SPANK|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Ternio|TERN|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
FairCoin|FAIR|(2.5e+07,5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(5e+07,1e+08]
Eximchain|EXC|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
RipioCredit...|RCN|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Viacoin|VIA|(2.5e+07,5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
BrahmaOS|BRM|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
RepublicProt...|REN|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
Quantum|QAU|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
SaluS|SLS|(2.5e+07,5e+07]|(200,1e+03]|(25,100]|(0.001,0.01]|(0,1e+07]
Wagerr|WGR|(2.5e+07,5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
QuantumResis...|QRL|(2.5e+07,5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Gulden|NLG|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
district0x|DNT|(2.5e+07,5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
SingularDTV|SNGLS|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
0chain|ZCN|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
PRIZM|PZM|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
PayPie|PPP|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(5e+07,1e+08]
AirSwap|AST|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
TomoChain|TOMO|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
MinexCoin|MNX|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Linda|LINDA|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
TokenClub|TCT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
FuzeX|FXT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+08,1e+09]
Universa|UTNP|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
BABB|BAX|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
CloakCoin|CLOAK|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
SteemDollars|SBD|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
UTRUST|UTK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
APIS|APIS|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
LoyalCoin|LYL|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Cryptaur|CPT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
AppCoins|APPC|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
HydroProtocol|HOT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+08,1e+09]
MARK.SPACE|MRK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Tao|XTO|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
YEE|YEE|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Tierion|TNT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
WePower|WPR|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Namecoin|NMC|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Counterparty|XCP|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
DATx|DATX|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
CPChain|CPC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Aeon|AEON|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Wings|WINGS|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Presearch|PRE|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Ravencoin|RVN|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
INSEcosystem|INS|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Modum|MOD|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Spectre.aiDi...|SXDT|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Bezant|BZNT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
ugChain|UGC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+08,1e+09]
LinkEye|LET|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+08,1e+09]
WaBi|WABI|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
LBRYCredits|LBC|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Zeepin|ZPT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Swarm|SWM|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Etherparty|FUEL|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Feathercoin|FTC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Dock|DOCK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Primas|PST|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Zebi|ZCO|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
ION|ION|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
Lykke|LKK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
OracleChain|OCT|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Hydrogen|HYDRO|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Blox|CDT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
DECENT|DCT|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(5e+07,1e+08]
Lunyr|LUN|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
NAGA|NGC|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(5e+07,1e+08]
AuroraDAO|AURA|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Havven|HAV|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(5e+07,1e+08]
MobileGo|MGO|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
ATN|ATN|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Ivy|IVY|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
CashBetCoin|CBC|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Banca|BANCA|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
BitRent|RNTB|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Peerplays|PPY|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
GINcoin|GIN|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.001,0.01]|(0,1e+07]
PACcoin|PAC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
YOYOW|YOYOW|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Maecenas|ART|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
TrustNote|TTT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Cashaa|CAS|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
TaaS|TAAS|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
DecentBet|DBET|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
MediBloc[ERC20]|MEDX|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
CasinoCoin|CSC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Constellation|DAG|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Merculet|MVP|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Oyster|PRL|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
ECC|ECC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
VIBE|VIBE|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Credo|CREDO|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+08,1e+09]
QLINK|QLC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Datum|DAT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Fortuna|FOTA|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Mobius|MOBI|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Melon|MLN|(1e+07,2.5e+07]|(200,1e+03]|(25,100]|(0.001,0.01]|(0,1e+07]
Phore|PHR|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
MediBloc[QRC20]|MED|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
XinFinNetwork|XDCE|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
TE-FOOD|TFD|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
HTMLCOIN|HTML|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Mothership|MSP|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
ExperiencePo...|XP|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
DecisionToken|HST|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
OneRootNetwork|RNT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
SelfSell|SSC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Qbao|QBT|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
XMax|XMX|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
FirstBlood|1ST|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
HiveProject|HVN|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Viberate|VIB|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
Pura|PURA|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
iXledger|IXT|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Triggers|TRIG|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
Bankex|BKX|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Envion|EVN|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
UnitedTrader...|UTT|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
LEOcoin|LEO|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
UnikoinGold|UKG|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
UNetwork|UUU|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
SHIELD|XSH|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Covesting|COV|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
BlockMasonCr...|BCPT|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Electrify.Asia|ELEC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Zeusshield|ZSC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
COSS|COSS|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
XTRABYTES|XBY|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Sentinel|SENT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
CrowdMachine|CMCT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Mercury|MER|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
QunQun|QUN|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
PepeCash|PEPECASH|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Grid+|GRID|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
Cobinhood|COB|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Karma|KRM|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Blackmoon|BMC|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Synereo|AMP|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+08,5e+08]
Soarcoin|SOAR|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
Cofound.it|CFI|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
HempCoin|THC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Shift|SHIFT|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
CEEKVR|CEEK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Medicalchain|MTN|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
Humaniq|HMQ|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
AICHAIN|AIT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
ColossusXT|COLX|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Dimecoin|DIME|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Proxeus|XES|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
OrmeusCoin|ORME|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
AIDoctor|AIDOC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
SpaceChain|SPC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
PotCoin|POT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
ProChain|PRA|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Everex|EVX|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
Datawallet|DXT|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Rialto|XRL|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Refereum|RFR|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Elastic|XEL|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
LIFE|LIFE|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Bismuth|BIS|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
BitcoinGreen|BITG|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
bitUSD|BITUSD|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(1e+07,5e+07]
Alphacat|ACAT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
DNotes|NOTE|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
STK|STK|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Neurotoken|NTK|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
OlympusLabs|MOT|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
MoedaLoyalty...|MDA|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
BanyanNetwork|BBN|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
SunContract|SNC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
TrinityNetwo...|TNC|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Propy|PRO|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(5e-05,0.0001]|(1e+07,5e+07]
Boolberry|BBR|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
Smartlands|SLT|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Bloom|BLT|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Oxycoin|OXY|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
DeepOnion|ONION|(1e+07,2.5e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(1e+07,5e+07]
LATOKEN|LA|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
BeanCash|BITB|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
PascalCoin|PASC|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(1e+07,5e+07]
XYONetwork|XYO|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Smartshare|SSP|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Polybius|PLBT|(1e+07,2.5e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
GridCoin|GRC|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
MeasurableDa...|MDT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
DADI|DADI|(1e+07,2.5e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
Lamden|TAU|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+08,5e+08]
RevolutionVR|RVR|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
ALAX|ALX|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(1e+08,5e+08]
Monetha|MTH|(1e+07,2.5e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+08,5e+08]
adToken|ADT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Bodhi|BOT|(1e+07,2.5e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
RestartEnerg...|MWAT|(1e+07,2.5e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
ALQO|ALQO|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Diamond|DMD|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Gems|GEM|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+09,1e+10]
SureRemit|RMT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Agrello|DLT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(5e+07,1e+08]
DIMCOIN|DIM|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
Blocktix|TIX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
E-DinarCoin|EDR|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
Energo|TSL|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+08,1e+09]
