name|symb|Cat_mcap|Cat_rank|Cat_price.USD|Cat_price.BTC|Cat_supply
Yocoin|YOC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Zippie|ZIPT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
HOQU|HQX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
BitcoinPlus|XBC|(0,1e+07]|(200,1e+03]|(25,100]|(0.001,0.01]|(0,1e+07]
Worldcore|WRC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
0xBitcoin|0xBTC|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Kore|KORE|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
1World|1WO|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ArtByte|ABY|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Sether|SETH|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Vezt|VZT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
REAL|REAL|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
BlockArray|ARY|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Syndicate|SYNX|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Bela|BELA|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Cryptopay|CPAY|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Pesetacoin|PTC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Peculium|PCL|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
HavenProtocol|XHV|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Tokes|TKS|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Dero|DERO|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
EuropeCoin|ERC|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
2GIVE|2GIVE|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Internxt|INXT|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Sphere|SPHR|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
SportyCo|SPF|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
GoldCoin|GLD|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
HackspaceCap...|HAC|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
InsightsNetwork|INSTAR|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Opus|OPT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
OpenTrading...|OTN|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Travala|AVA|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
ViceIndustry...|VIT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Experty|EXY|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Dether|DTH|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
SpreadCoin|SPR|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(1e+07,5e+07]
SharpePlatfo...|SHP|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
GuaranteedEt...|GETX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
GeoCoin|GEO|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Altcoin|ALT|(0,1e+07]|(200,1e+03]|(10,25]|(0.001,0.01]|(0,1e+07]
Payfair|PFR|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-06,5e-06]|(5e+07,1e+08]
Neutron|NTRN|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Sociall|SCL|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Starbase|STAR|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
IPExchange|IPSX|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
InternetofP...|IOP|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
GlobalCrypto...|GCC|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+09,1e+10]
EZToken|EZT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Auctus|AUC|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
NuBits|USNBT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
vSlice|VSL|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
BuzzCoin|BUZZ|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
Zoin|ZOI|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Aditus|ADI|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Ties.DB|TIE|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
Terracoin|TRC|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Atmos|ATMOS|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
imbrex|REX|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(0,1e+07]
TransferCoin|TX|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Blockpool|BPL|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
PoSWCoin|POSW|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
Rupaya|RUPX|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
UniversalCur...|UNIT|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
FedoraCoin|TIPS|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
MonkeyProject|MONK|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
VeriumReserve|VRM|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
FidentiaX|FDX|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
ATLANT|ATL|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
IndorseToken|IND|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
OysterShell|SHL|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(5e+07,1e+08]
APRCoin|APR|(0,1e+07]|(200,1e+03]|(0.5,1]|(0.0001,0.001]|(0,1e+07]
Voise|VOISE|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
SocialSend|SEND|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
BioCoin|BIO|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
Upfiring|UFR|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Spectre.aiUt...|SXUT|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Riecoin|RIC|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
BreakoutStake|BRX|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
E-coin|ECN|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Capricoin|CPC|(0,1e+07]|(200,1e+03]|(1,10]|(0.0001,0.001]|(0,1e+07]
Ixcoin|IXC|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
HelloGold|HGT|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Zephyr|ZEPH|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Tokia|TKA|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(1e+07,5e+07]
Karbo|KRB|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Starta|STA|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
ExclusiveCoin|EXCL|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(5e-05,0.0001]|(0,1e+07]
Gatcoin|GAT|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
eBoost|EBST|(0,1e+07]|(200,1e+03]|(0.1,0.25]|(1e-05,5e-05]|(1e+07,5e+07]
Zeitcoin|ZEIT|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(1e+10,1e+12]
EducationEco...|LEDU|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
DopeCoin|DOPE|(0,1e+07]|(200,1e+03]|(0,0.03]|(1e-06,5e-06]|(1e+08,5e+08]
Viuly|VIU|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
FintruXNetwork|FTX|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Masari|MSR|(0,1e+07]|(200,1e+03]|(0.25,0.5]|(1e-05,5e-05]|(0,1e+07]
Memetic/Pep...|MEME|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(1e-05,5e-05]|(1e+07,5e+07]
Qwark|QWARK|(0,1e+07]|(200,1e+03]|(0.03,0.1]|(5e-06,1e-05]|(5e+07,1e+08]
Goodomy|GOOD|(0,1e+07]|(200,1e+03]|(0,0.03]|(0,1e-06]|(5e+08,1e+09]
